id,added,manager,contragent,task,confirmed,master,done,canceled,userc,more,status,location
574,09.05.2023 09:23,821636275,202099756,"Заказчик: Korzinka - Beshqayrogoch
Номер заявки: 000000051700
Вид заявки: Заправка принтера*
Телефон инициатора: 911627700
Инициатор: Жахоншод
Тема заявки: в комнате зав склада надо заменит катредж
Задача (сокр): в комнате зав склада надо заменит катредж срочно это очень важно заранее спасибо.",09.05.2023 09:55,563934644,09.05.2023 15:38,,,,3,
575,09.05.2023 09:24,821636275,202099756,"Заказчик: Korzinka - Next
Номер заявки: 000000051703
Вид заявки: Заправка принтера*
Телефон инициатора: 909284111
Инициатор: Abdulla
Тема заявки: Zapravka printer kartridj
Задача (сокр): Zapravka",09.05.2023 09:53,563934644,09.05.2023 11:55,,,,3,
576,09.05.2023 11:18,821636275,202099756,"Заказчик: Korzinka - Oltintepa
Номер заявки: 000000051711
Вид заявки: Заправка принтера*
Телефон инициатора: 977550793
Инициатор: Умаров Дилшод
Тема заявки: A3 формат не печатает
Задача (сокр): A3 формат не печатает. нужен мастер",09.05.2023 11:56,563934644,09.05.2023 15:38,,,,3,
577,09.05.2023 11:29,821636275,202099756,"Заказчик: Korzinka - Abay
Номер заявки: 000000051712
Вид заявки: Заправка принтера*
Телефон инициатора: 901202080
Инициатор: Nodirbek
Тема заявки: Заправка принтера
Задача (сокр): принтер работает, Но печатает с черным оттенком. Нужна заправка",09.05.2023 11:55,563934644,09.05.2023 14:19,,,,3,
578,09.05.2023 13:25,821636275,202099756,"Заказчик: Korzinka - Kamolon
Номер заявки: 000000051715
Вид заявки: Заправка принтера*
Телефон инициатора: 993731425
Инициатор: Сафар Узаков
Тема заявки: Заправка принтера
Задача (сокр): Здравствуйте
Необходимо:
1)Заправить принтер для распечатки документов 
2)Исправить печать принтера для бар-кодов,выходят неправильно",09.05.2023 14:19,563934644,09.05.2023 16:32,,,,3,
579,09.05.2023 16:36,821636275,202099756,"Заказчик: Korzinka - Depo
Номер заявки: 000000051719
Вид заявки: Заправка принтера*
Телефон инициатора: 977573545
Инициатор: Zayniddin
Тема заявки: добрый день! не закрывается крышка принтера
Задача (сокр): добрый день! не закрывается крышка принтера",09.05.2023 16:59,563934644,09.05.2023 16:59,,,,3,
580,10.05.2023 08:05,821636275,202099756,"Заказчик: Korzinka - Kohinur
Номер заявки: 000000051720
Вид заявки: Заправка принтера*
Телефон инициатора: 883715161
Инициатор: Одилжон
Тема заявки: Замена и заправка картриджа
Задача (сокр): Прошу отправить специалиста чтобы заменить картриджа. Спасибо.",10.05.2023 08:06,821636275,10.05.2023 16:47,,,,3,
581,10.05.2023 08:31,821636275,202099756,"Заказчик: Korzinka - Sputnik
Номер заявки: 000000051746
Вид заявки: Заправка принтера*
Телефон инициатора: 977667700
Инициатор: Султонов Музаффар
Тема заявки: Принтер ишламаяпти
Задача (сокр): Принтер ишламаяпти.",10.05.2023 08:31,821636275,10.05.2023 10:06,,,,3,
582,10.05.2023 10:08,5195792294,305615836,"canon 237 
Canon 3010",10.05.2023 13:20,596759592,10.05.2023 16:28,,,,3,
583,10.05.2023 10:09,5195792294,30680137,"Canon mf 421 проблема с печатью
Новый картридж плохо печатает",10.05.2023 10:23,596759592,10.05.2023 13:08,,,,3,
584,10.05.2023 10:24,5195792294,306799489,"Самарканд Дарвоза Офис 
Hp 607
914993738",10.05.2023 16:00,563934644,11.05.2023 13:38,,,,3,
585,10.05.2023 10:46,5850789657,303325558,"Заправка мф 410 - 2 шт, заправка кенон модель не знают - 1 шт. Проблема с цветным принтером 232 долго думает при отправке на печать также возможно нужна заправка",10.05.2023 16:28,596759592,10.05.2023 20:33,,,,3,
586,10.05.2023 11:08,5850789657,307184423,Заправка 237-2 шт. Покупали у нас новый картридж не могут вытащить говорят что деформированная пласмаса,10.05.2023 13:31,432066117,10.05.2023 16:45,,,,3,
587,10.05.2023 11:17,5195792294,303316251,Canon mf 4410,11.05.2023 07:38,596759592,11.05.2023 16:53,,,,3,
588,10.05.2023 11:19,5195792294,207162739,"сanon mf 244-1 
canon mf 3010-1
Canon lbp 6030b",10.05.2023 13:06,432066117,11.05.2023 14:50,,,,3,
589,10.05.2023 12:16,5195792294,307490344,"Canon 421
Canon 420
Картриджи 725 - 2 заправки 
Canon 2900-1
990961003",11.05.2023 11:02,596759592,11.05.2023 12:29,,,,3,
590,10.05.2023 12:24,821636275,202099756,"Заказчик: ХК Куйлюк
Номер заявки: 000000051765
Вид заявки: Заправка принтера*
Телефон инициатора: 901355058
Инициатор: Иброхим
Тема заявки: Заправка принтера
Задача (сокр): Ассалому алайкум",10.05.2023 12:35,821636275,10.05.2023 16:46,,,,3,
591,10.05.2023 12:34,821636275,202099756,"Заказчик: Korzinka - Yunusobod
Номер заявки: 000000051771
Вид заявки: Заправка принтера*
Телефон инициатора: 337005054
Инициатор: Азийма
Тема заявки: не работает принтер А3,
Задача (сокр): Ассалому алайкум
Не работает принтер А3 просим СРОЧНО обеспечить явку специалиста. Заранее благодарим",10.05.2023 12:35,5057169611,15.05.2023 13:05,,,,3,
592,10.05.2023 12:46,821636275,202099756,"Заказчик: Korzinka - Yunusobod
Номер заявки: 000000051771
Вид заявки: Заправка принтера*
Телефон инициатора: 337005054
Инициатор: Азийма
Тема заявки: не работает принтер А3,
Задача (сокр): Ассалому алайкум
Не работает принтер А3 просим СРОЧНО обеспечить явку специалиста. Заранее благодарим",10.05.2023 12:50,5057169611,10.05.2023 14:33,,,,3,
593,10.05.2023 13:22,821636275,202099756,"Заказчик: Korzinka - Markaz 5
Номер заявки: 000000051776
Вид заявки: Заправка принтера*
Телефон инициатора: 946626668
Инициатор: Бобур
Тема заявки: Ремонт принтера
Задача (сокр): Прошу исправит неполдки принтера
Принтер печатает с чёрным пятном",10.05.2023 18:52,596759592,10.05.2023 20:33,,,,3,
594,10.05.2023 13:23,821636275,202099756,"Заказчик: Korzinka - Turkmenskiy
Номер заявки: 000000051777
Вид заявки: Заправка принтера*
Телефон инициатора: 909088767
Инициатор: Олтиной
Тема заявки: Заправка принтера
Задача (сокр): Не печатает принтер в кабинете менеджера, прошу отправить специалистов для завправки принтера",10.05.2023 16:46,821636275,10.05.2023 18:30,,,,3,
595,10.05.2023 14:13,5195792294,305506805,"Сanon mf 231 -  пишет -(просит замену картриджа) 
935022548 Ольга",11.05.2023 13:28,596759592,11.05.2023 16:53,,,,3,
596,10.05.2023 14:21,5195792294,302168650,"Canon mf 232
Canon 4410",11.05.2023 10:23,432066117,11.05.2023 14:50,,,,3,
597,10.05.2023 14:46,821636275,202099756,"Заказчик: Riviera RedTag
Номер заявки: 000000051786
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 953773303
Инициатор: Абдулазиз
Тема заявки: Заправить принтер
Задача (сокр): Заправить принтер",11.05.2023 09:38,563934644,11.05.2023 13:38,,,,3,
598,10.05.2023 15:20,5850789657,306165669,"Мф 237- 3 зап, мф 3010- 1 зап",11.05.2023 09:37,563934644,11.05.2023 17:46,,,,3,
599,10.05.2023 16:32,5850789657,302429239,"237-2 зап, 1018-3, 6030-1, 2900-1,1020-2",11.05.2023 10:23,432066117,11.05.2023 14:51,,,,3,
600,11.05.2023 08:11,821636275,202099756,"Заказчик: Korzinka - Bunyodkor
Номер заявки: 000000051817
Вид заявки: Заправка принтера*
Телефон инициатора: 940505400
Инициатор: Жамшид
Тема заявки: Заправка принтера у тавораведа
Задача (сокр): Заправка принтера у тавораведа и у завмага",11.05.2023 08:12,821636275,11.05.2023 11:30,,,,3,
601,11.05.2023 08:13,821636275,202099756,"Заказчик: Korzinka - Qoraqamish 1/3
Номер заявки: 000000051818
Вид заявки: Заправка принтера*
Телефон инициатора: 935667666
Инициатор: Абдусаттор
Тема заявки: заправка принтера
Задача (сокр): Ассалому  алайкум!

Заправка принтера комната зав.склада и 1-шт поменят картриж",11.05.2023 09:42,596759592,11.05.2023 12:29,,,,3,
602,11.05.2023 08:34,821636275,202099756,"Заказчик: Korzinka - Sergeli 8
Номер заявки: 000000051819
Вид заявки: Заправка принтера*
Телефон инициатора: 998888364
Инициатор: Feruz
Тема заявки: Zapravka printer
Задача (сокр): Zapravka printer srochna",11.05.2023 08:34,821636275,11.05.2023 11:30,,,,3,
603,11.05.2023 09:15,5850789657,204569572,После обеда будет готов их принтер мф421 также нужно заправить 4 картриджа 226 тел.+998888009069,15.05.2023 10:18,301781583,15.05.2023 11:16,,,,3,
604,11.05.2023 09:43,821636275,202099756,"Заказчик: Korzinka - Qoraqamish 1/3
Номер заявки: 000000051818
Вид заявки: Заправка принтера*
Телефон инициатора: 935667666
Инициатор: Абдусаттор
Тема заявки: заправка принтера
Задача (сокр): Ассалому  алайкум!

Заправка принтера комната зав.склада и 1-шт поменят картриж",11.05.2023 11:02,596759592,11.05.2023 12:29,,,,3,
605,11.05.2023 10:04,5195792294,304244033,Canon lbp 3010-1 + нов картридж 916093009 Хамидулло,11.05.2023 13:28,596759592,11.05.2023 16:53,,,,3,
606,11.05.2023 10:10,5195792294,305563166,canon 237  canon (модель не смог уточнить),11.05.2023 10:25,432066117,11.05.2023 17:46,,,,3,
607,11.05.2023 11:05,5195792294,205549984,"Забрать большой принтер (модель не смогли назвать) в офис на ремонт
909123397 Сардор ака",12.05.2023 09:12,301781583,12.05.2023 13:59,,,,3,
608,11.05.2023 11:08,5195792294,308931085,canon mf 269,11.05.2023 13:31,596759592,11.05.2023 16:53,,,,3,
609,11.05.2023 11:30,5195792294,200638670,"Головной офис 
canon 3010 черные полосы при печати
сanon 450 -заправка
возможно будут еще",12.05.2023 08:59,432066117,12.05.2023 17:51,,,,3,
610,11.05.2023 10:31,5850789657,302514354,4410-2 заправки,11.05.2023 12:32,563934644,11.05.2023 14:29,,,,3,
611,11.05.2023 11:38,5850789657,306827563,443- 6 заправок,12.05.2023 09:02,596759592,12.05.2023 12:50,,,,3,
612,11.05.2023 12:51,821636275,202099756,"Заказчик: Korzinka - Rayhon
Номер заявки: 000000051849
Вид заявки: Заправка принтера*
Телефон инициатора: 935010405
Инициатор: Акмал
Тема заявки: заправка карджижа
Задача (сокр): заправка карджижа",11.05.2023 12:51,821636275,11.05.2023 15:27,,,,3,
613,11.05.2023 12:51,821636275,202099756,"Заказчик: Korzinka - Yangi Hayot
Номер заявки: 000000051842
Вид заявки: Заправка принтера*
Телефон инициатора: 911655885
Инициатор: Исломова Нодира
Тема заявки: Надо заправка принтера
Задача (сокр): Здраствуйте Очен плохо распечатает принтер почти нечего не видно надо заправка принтера  спасибо заранее.",11.05.2023 12:52,821636275,11.05.2023 18:03,,,,3,
614,11.05.2023 13:41,5195792294,203366731,"ул. Сайадисиродджидинова 2( ориентир ул. Мукими, текстильный мост Evos , 253 АТС)
Canon 3010 - 5
 +998994019007 Артур",11.05.2023 16:54,596759592,12.05.2023 08:15,,,,3,
615,11.05.2023 14:14,5850789657,304062141,"1. 2900- 7 заправок. 
2. Epson L805 - 5 чёрных чернил
3. Epson L805 - 2 комплекта всех цветов.

 Собитов Рахматилла дополнил(а) заявку...
/start",12.05.2023 08:59,432066117,12.05.2023 17:51,,,,3,
616,11.05.2023 14:28,821636275,202099756,"Заказчик: Самарканд Дарвоза RedTag
Номер заявки: 000000051861
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 909124010
Инициатор: Низомиддин
Тема заявки: Заправка Принтера RT-SD
Задача (сокр): Печтает плохо",11.05.2023 14:34,432066117,11.05.2023 15:56,,,,3,
617,11.05.2023 14:38,5195792294,200935928,canon 443  плохо печатает,12.05.2023 08:57,563934644,12.05.2023 13:00,,,,3,
618,11.05.2023 14:41,5195792294,200838003,Заправка картриджей canon 6030//2900/несколько штук,12.05.2023 13:40,563934644,12.05.2023 16:38,,,,3,
619,11.05.2023 14:53,5195792294,305003276,"HP Laser Jet Pro 400 m401dn

 CANON MF3010",12.05.2023 13:01,432066117,12.05.2023 17:51,,,,3,
620,11.05.2023 15:26,821636275,202099756,"Заказчик: Korzinka - Korasu-Plaza
Номер заявки: 000000051863
Вид заявки: Заправка принтера*
Телефон инициатора: 998278161
Инициатор: Атабек
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера ПО МАРКЕТУ.",11.05.2023 15:27,563934644,11.05.2023 17:25,,,,3,
621,11.05.2023 16:26,65241621,303128034,Тестовая для проверки локации,11.05.2023 16:28,1669785252,11.05.2023 17:11,,,,3,2
622,11.05.2023 17:09,1669785252,306801374,Восстанавливали картридж вчера сегодня снова полосит,12.05.2023 08:57,563934644,12.05.2023 13:00,,,,3,
623,11.05.2023 17:15,1669785252,303128034,Тестовая,11.05.2023 17:17,65241621,11.05.2023 18:13,,,,3,1
624,11.05.2023 17:15,1669785252,303128034,тестовая 2,11.05.2023 18:13,65241621,11.05.2023 18:14,,,,3,3
625,12.05.2023 00:20,65241621,303128034,Это тестовая заявка не нужно ее принимать.,12.05.2023 06:36,65241621,12.05.2023 06:36,,,,3,1
626,12.05.2023 00:28,65241621,303128034,Это тестовая заявка не нужно ее принимать.,12.05.2023 01:41,65241621,12.05.2023 16:58,,,,3,3
627,12.05.2023 01:31,65241621,303128034,Это тестовая заявка не нужно ее принимать.,12.05.2023 09:17,65241621,12.05.2023 09:17,,,,3,2
628,12.05.2023 08:10,821636275,202099756,"Заказчик: Korzinka - Yangiobod
Номер заявки: 000000051866
Вид заявки: Заправка принтера*
Телефон инициатора: 901128802
Инициатор: Мурод
Тема заявки: заправка принтера
Задача (сокр): Ассолому Алейкум необходима заправка принтера, прошу отправить специалиста!!!",12.05.2023 08:11,821636275,12.05.2023 10:06,,,,3,
629,12.05.2023 08:11,821636275,202099756,"Заказчик: Korzinka - Sampi Mall
Номер заявки: 000000051888
Вид заявки: Заправка принтера*
Телефон инициатора: 998514901
Инициатор: Бехруз
Тема заявки: Долго печатает
Задача (сокр): Долго печатает",12.05.2023 10:10,821636275,12.05.2023 13:47,,,,3,
630,12.05.2023 08:51,821636275,202099756,"Заказчик: Korzinka - Shtab
Номер заявки: 000000051890
Вид заявки: Заправка принтера*
Телефон инициатора: 983377444
Инициатор: Усмонов Азиз
Тема заявки: Принтер не печатает   CANON
Задача (сокр): Принтер не печатает   CANON",12.05.2023 08:52,821636275,12.05.2023 09:07,,,,3,
631,12.05.2023 10:20,5850789657,304795400,"заправки 3010- 1 шт, 2900-1 шт. тел998888702 Умар",12.05.2023 12:13,563934644,12.05.2023 16:38,,,,3,
632,12.05.2023 10:48,5850789657,206972712,Kyocera 2135 -  1 зп.  просят сегодня. 3 этаж Совет городской,12.05.2023 12:01,596759592,12.05.2023 12:50,,,,3,
633,12.05.2023 13:50,5850789657,302179574,"4750-6 шт, 3010 - 2 шт. тел 931041410 Жамшид",15.05.2023 11:42,563934644,15.05.2023 17:20,,,,3,
634,12.05.2023 11:10,5195792294,204422470,/start,15.05.2023 20:22,596759592,16.05.2023 15:51,,,,3,
635,12.05.2023 14:29,5195792294,207084147,"CANON LBP 252 dw      – 2 шт

 Собитов Рахматилла дополнил(а) заявку...
.",15.05.2023 09:19,563934644,15.05.2023 15:47,,,,3,
636,12.05.2023 15:00,5195792294,205549984,"Замена ЕК
057 - 10
737 - 7
226 - 9
728-2",15.05.2023 10:16,301781583,15.05.2023 10:18,,,,3,
637,12.05.2023 15:08,5850789657,306921051,"mf734- 1 заправка.

 Салихов Александр дополнил(а) заявку...
946550450 Евгения",15.05.2023 14:59,563934644,15.05.2023 15:47,,,,3,
638,12.05.2023 15:01,5195792294,204135417,Забрать 3принтера на ремонт,15.05.2023 16:47,301781583,15.05.2023 17:02,,,,3,
639,12.05.2023 15:26,5195792294,307308550,"Canon mf 4410
Canon 6020
Hp 28",15.05.2023 08:26,596759592,15.05.2023 09:49,,,,3,
640,12.05.2023 15:45,5195792294,302791012,"Нам пожалуйста на понедельник мастера по цв.струйным принтерам. Наш 805 стал прокатывать пустой лист или плохо затягивает бумагу, что вредит тексту
бумагу  плохо затягивает, пока не поднимешь все пачку и заново поставишь , и так через несколько листов повторяется
EPSON 805",15.05.2023 09:43,432066117,15.05.2023 13:01,,,,3,
641,12.05.2023 16:02,5195792294,309043636,"Epson l1800 плохо тянет бумагу
сanon 264 плохая печать",15.05.2023 09:43,432066117,15.05.2023 18:10,,,,3,
642,12.05.2023 16:07,821636275,202099756,"Заказчик: Korzinka - Kohinur
Номер заявки: 000000051923
Вид заявки: Заправка принтера*
Телефон инициатора: 933958345
Инициатор: Yoqubjanov Abdulla
Тема заявки: Ремонт Катрич
Задача (сокр): Ремонт Катрич",12.05.2023 16:07,821636275,12.05.2023 19:27,,,,3,
643,12.05.2023 17:00,5850789657,206795774,410- 1 за. тел 90315 50 32 Виктория просят в понедельник сделать,15.05.2023 08:24,432066117,15.05.2023 16:17,,,,3,
644,12.05.2023 17:14,5195792294,207002342,"сanon 3010 -  4  
canon 453 -  2 
и заберите наш экземпляр договора",15.05.2023 08:27,596759592,15.05.2023 12:34,,,,3,
645,12.05.2023 17:42,0,301263843,Тест,,,,13.05.2023 23:42,65241621,Тест,4,
646,12.05.2023 17:39,5850789657,20154866,7 заправок модели не знают. тел 951701548 Товарная касса,15.05.2023 13:46,596759592,15.05.2023 16:58,,,"Мастер Хусанходжаев Шухрат принял заявку 15.05.2023 13:02.
 15.05.2023 13:05отказался от выполнения",3,
647,12.05.2023 19:42,821636275,202099756,"Заказчик: Korzinka - Uchtepa
Номер заявки: 000000051920
Вид заявки: Заправка принтера*
Телефон инициатора: 977626665
Инициатор: Рустам
Тема заявки: Заправка катриджа!
Задача (сокр): 

Прошу заправить нам катридж",13.05.2023 08:02,821636275,13.05.2023 10:05,,,,3,
648,13.05.2023 08:20,821636275,202099756,"Заказчик: Korzinka - Sputnik
Номер заявки: 000000051937
Вид заявки: Заправка принтера*
Телефон инициатора: 990409004
Инициатор: Музаффар
Тема заявки: Завскладни хонасидаги принтердан печат килиб булмаяпти
Задача (сокр): Завскладни хонасидаги принтердан печат килиб булмаяпти",13.05.2023 08:20,821636275,13.05.2023 11:12,,,,3,
649,13.05.2023 09:11,821636275,202099756,"Заказчик: РЦ Ханабад
Номер заявки: 000000051939
Вид заявки: Заправка принтера*
Телефон инициатора: 974235353
Инициатор: Minavarhojayev Jamshidhoja
Тема заявки: zapravka katridj
Задача (сокр): zapravka katridj 6 sht",13.05.2023 09:11,821636275,13.05.2023 13:35,,,,3,
650,13.05.2023 10:04,821636275,202099756,"Заказчик: Korzinka - Korasu-Plaza
Номер заявки: 000000051941
Вид заявки: Заправка принтера*
Телефон инициатора: 977335949
Инициатор: Мирсаид
Тема заявки: Заправка принтера
Задача (сокр): В комнате Гл.Товароведа принтер печатает размытый, думаю проблема в магнитный вале, прошу вас оказать практическую помощь.",13.05.2023 10:05,821636275,13.05.2023 15:00,,,,3,
651,13.05.2023 11:12,821636275,202099756,"Заказчик: Korzinka - Aviasozlar
Номер заявки: 000000051943
Вид заявки: Заправка принтера*
Телефон инициатора: 998937160
Инициатор: Гавхар
Тема заявки: Заправка принтера*
Задача (сокр): Заправка принтера*",13.05.2023 12:24,821636275,13.05.2023 16:46,,,,3,
652,13.05.2023 13:16,5195792294,207013867,canon mf 3010,15.05.2023 09:19,563934644,16.05.2023 13:15,,,,3,
653,13.05.2023 14:22,821636275,202099756,"Заказчик: Korzinka - Mercato
Номер заявки: 000000051953
Вид заявки: Заправка принтера*
Телефон инициатора: 938092706
Инициатор: Сирожиддин
Тема заявки: Заправка принтера
Задача (сокр): Добрый день! Просим вас отправить мастера для заправки принтера",13.05.2023 14:23,821636275,13.05.2023 17:41,,,,3,
654,13.05.2023 17:44,821636275,202099756,"Заказчик: Korzinka - Zargarlik
Номер заявки: 000000051957
Вид заявки: Заправка принтера*
Телефон инициатора: 900179007
Инициатор: Элёр
Тема заявки: Заправка принтера
Задача (сокр): Нужна заправит принтер в кассовым комнате",14.05.2023 08:33,432066117,14.05.2023 11:42,,,,3,
655,14.05.2023 10:37,821636275,202099756,"Заказчик: Smart - Drujba
Номер заявки: 000000051983
Вид заявки: Заправка принтера*
Телефон инициатора: 998565606
Инициатор: Абдували
Тема заявки: Запрвака принтера
Задача (сокр): Добрый день.

Надо заправить принтер в комнате админа.",14.05.2023 11:42,432066117,14.05.2023 11:42,,,,3,
656,14.05.2023 13:57,821636275,202099756,"Заказчик: РЦ Куйлюк
Номер заявки: 000000051988
Вид заявки: Заправка принтера*
Телефон инициатора: 935020306
Инициатор: Abdimalik
Тема заявки: Заправка принтера*
Задача (сокр): Заправка принтера*",14.05.2023 14:02,432066117,14.05.2023 20:28,,,,3,
657,14.05.2023 14:55,821636275,202099756,"Заказчик: FLO Chilanzar
Номер заявки: 000000051991
Вид заявки: Заправка принтера REDTAG*
Телефон инициатора: 990008643
Инициатор: Мухриддин
Тема заявки: Заправка принтера Фло Интегро
Задача (сокр): Дд коллеги
Прошу вас заправить принтеры в комнате кассира, на складе,в офисе менеджера",14.05.2023 15:04,432066117,14.05.2023 20:27,,,,3,
658,15.05.2023 09:39,5195792294,306214930,Принтер МФУ 3в1 (HP Laser Jet MFP M141w) заправка,15.05.2023 13:46,596759592,15.05.2023 16:58,,,,3,
659,15.05.2023 10:13,5195792294,306799489,"Карифур (Сайрам  ) 
саnon 325
+998908060210 
Юнус абад",15.05.2023 13:01,432066117,15.05.2023 16:17,,,,3,
660,15.05.2023 10:14,821636275,202099756,"Заказчик: Korzinka - Aeroport
Номер заявки: 000000052015
Вид заявки: Заправка принтера*
Телефон инициатора: 935922878
Инициатор: Саипхужаева Дилафруз
Тема заявки: Заправка
Задача (сокр): надо заправит картрижа в  комнате тавораведа.",15.05.2023 10:15,821636275,15.05.2023 12:27,,,,3,
661,15.05.2023 10:15,5195792294,308143734,"epson 2140
977400013",16.05.2023 13:23,432066117,16.05.2023 13:23,,,,3,
662,15.05.2023 10:17,5195792294,306799489,"компас hp607
903595456",16.05.2023 13:23,432066117,16.05.2023 13:24,,,,3,
663,15.05.2023 11:15,5195792294,203146221,HP 404 расплывчато печатает,15.05.2023 20:22,596759592,16.05.2023 15:52,,,,3,
664,15.05.2023 12:26,821636275,202099756,"Заказчик: Fayzobod RС
Номер заявки: 000000052025
Вид заявки: Заправка принтера*
Телефон инициатора: 990305752
Инициатор: Begzod
Тема заявки: Заправка принтера*
Задача (сокр): Заправка принтера*",15.05.2023 12:26,821636275,15.05.2023 17:12,,,,3,
665,15.05.2023 13:06,821636275,202099756,"Заказчик: Korzinka - Boshliq
Номер заявки: 000000052028
Вид заявки: Заправка принтера*
Телефон инициатора: 935168008
Инициатор: Фаррух
Тема заявки: Подключение и заправка принтера
Задача (сокр): Заправка принтера в комнате администрации Ле Базар, 2 этаж, подключение принтера.",15.05.2023 13:07,5057169611,15.05.2023 15:16,,,,3,
666,15.05.2023 13:45,5195792294,309434394,canon 445- 2 нов картриджа (надо проверить а то они в Самарканд передадут),15.05.2023 14:53,563934644,16.05.2023 17:32,,,,3,
667,15.05.2023 14:34,821636275,202099756,"Заказчик: Korzinka - Qoratosh
Номер заявки: 000000052032
Вид заявки: Заправка принтера*
Телефон инициатора: 947300774
Инициатор: Дилшод
Тема заявки: принтер не работает
Задача (сокр): принтер не работает",15.05.2023 14:48,5057169611,15.05.2023 17:20,,,,3,
668,15.05.2023 16:48,0,301263843,Тестовая заявка с клиентского бота,15.05.2023 18:52,1669785252,15.05.2023 18:52,,,,3,7
669,15.05.2023 16:57,5195792294,306875513,"Замена ЕК:  725-6
       737- 4",16.05.2023 15:26,301781583,16.05.2023 16:41,,,,3,
670,15.05.2023 17:01,5195792294,207327412,canon 443-2,15.05.2023 20:22,596759592,16.05.2023 15:52,,,,3,
671,15.05.2023 17:20,5195792294,302936161,Hp135,16.05.2023 13:23,432066117,16.05.2023 13:24,,,,3,
672,15.05.2023 17:35,821636275,202099756,"Заказчик: Korzinka - Vega
Номер заявки: 000000052053
Вид заявки: Заправка принтера*
Телефон инициатора: 994654608
Инициатор: Нурмухамедов Абдурахмон
Тема заявки: Проблемы с картриджем
Задача (сокр): Высипаются тонер по углам попадая на бумагу портит видимость текста на бумаге.
Старую брак картридж надо заменить.",15.05.2023 17:35,821636275,15.05.2023 19:04,,,,3,
673,15.05.2023 17:41,0,301263843,Тестовая,15.05.2023 18:51,1669785252,15.05.2023 18:52,,,,3,8
674,15.05.2023 17:43,5195792294,308088596,Canon mf 3010-4,15.05.2023 20:21,563934644,16.05.2023 13:15,,,,3,
675,15.05.2023 18:06,821636275,202099756,"Заказчик: Korzinka - Yunusobod
Номер заявки: 000000052051
Вид заявки: Заправка принтера*
Телефон инициатора: 958848497
Инициатор: НАРГИЗА
Тема заявки: ЗАПРАВКА
Задача (сокр): два принтера у завмага и у завсклада",16.05.2023 13:49,5057169611,17.05.2023 19:24,,,,3,
676,15.05.2023 18:07,821636275,202099756,"Заказчик: Korzinka - Fayzobod
Номер заявки: 000000052052
Вид заявки: Заправка принтера*
Телефон инициатора: 935551054
Инициатор: Балтаев Улугбек
Тема заявки: Заправка принтера
Задача (сокр): Необходимо заправить 3шт. картриджа принтеров",16.05.2023 14:52,821636275,16.05.2023 14:53,,,,3,
677,15.05.2023 18:35,0,301263843,тестовая,15.05.2023 18:36,1669785252,15.05.2023 18:51,,,,3,9
678,16.05.2023 12:52,65241621,303128034,Тестовая,16.05.2023 12:52,65241621,16.05.2023 12:52,,,,3,
679,16.05.2023 13:28,5195792294,305421287,Canon MF232 заправка 2,16.05.2023 15:50,596759592,16.05.2023 15:52,,,,3,
680,16.05.2023 13:29,5195792294,303464994,canon 211,17.05.2023 08:19,432066117,17.05.2023 10:39,,,,3,
681,16.05.2023 13:31,5195792294,306799489,"Самарканд Дарвоза
Hp607
+998998974333",17.05.2023 14:38,596759592,17.05.2023 14:39,,,,3,
682,16.05.2023 13:33,5195792294,206802692,"Заправка картриджей 
950111911 Анна 
просили приехать пораньше",16.05.2023 15:51,596759592,16.05.2023 15:52,,,,3,
683,16.05.2023 13:34,5195792294,207181106,"canon 6030-1
933818284 Камола

 Собитов Рахматилла дополнил(а) заявку...
Выполнено вчера",17.05.2023 08:19,432066117,18.05.2023 14:03,,,,3,
684,16.05.2023 13:35,5195792294,202545501,"Canon mf 244
Мирабадская налоговая 
97 425 0035 Алишер",16.05.2023 18:23,432066117,16.05.2023 18:23,,,,3,
685,16.05.2023 13:37,5195792294,304918546,Заправка 10 картриджей,16.05.2023 13:39,563934644,16.05.2023 17:32,,,,3,
686,16.05.2023 13:41,0,301263843,Тест,16.05.2023 13:42,5850789657,,16.05.2023 13:42,5850789657,тест,4,9
687,16.05.2023 13:48,5850789657,206972712,Установка полного пакета программ на 2 новых компьютера . Горсовет тел 712814107 Шахло,17.05.2023 08:15,685927410,17.05.2023 08:15,,,,3,
688,16.05.2023 13:50,5850789657,305989514,"725- 1 зп, 737 - 2 зп, 3190 - 1 зп. забрать принтер на ремонт 2411. 993533312 Михаил",17.05.2023 10:59,596759592,17.05.2023 14:37,,,,3,
689,16.05.2023 13:51,5850789657,308388334,"заправка принтера мф231-5 шт. 944140011 Бахти

 Салихов Александр дополнил(а) заявку...
где стройка. просят завтра с утра",17.05.2023 09:15,596759592,17.05.2023 11:16,,,,3,
690,16.05.2023 13:52,5850789657,300520230,1 новый картридж на 3010 и 1 заправка 3010,17.05.2023 10:59,596759592,17.05.2023 11:52,,,,3,
691,16.05.2023 14:12,5850789657,302847408,"725 - 6, 909770151 Регина",17.05.2023 12:00,301781583,17.05.2023 12:00,,,,3,
692,16.05.2023 14:29,5195792294,302168650,canon mf 4018,17.05.2023 08:17,432066117,18.05.2023 16:45,,,,3,
